№,Наименование сделки,Статус,Дата создания сделки,Даты первой оплаты сделки,Контрагент,Наименование товара,Артикул товара,Категория товара,"Цена товара, ю",ВХОД. ю,ВХОД. $,Менеджер по продажам,Снабженец
4850.0,"Order-511, Сергей, Трубка 708-25-19140",12. Документы выписаны,2023-07-26T00:00:00,2023-07-27T00:00:00,,,,,,12.6,25.4982,Светлана Васильева,Никита Петров
4851.0,"Order-501, Катушка MSM924585-012 DC24",12. Документы выписаны,2023-07-26T00:00:00,2022-08-09T01:00:00,,,,,,12.9407,91.0,Светлана Васильева,Мария Антропова
4852.0,"Order-503, Клапана+Гидрораспределители",12. Документы выписаны,2023-07-26T00:00:00,2023-07-31T00:00:00,,,,,,12.940700227531286,91.5,Светлана Васильева,Никита Петров
4853.0,"Order-502, заказ 322 FESTO 32527",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.65,92.1,Марина Аверина,Мария Антропова
4854.0,"Order-499, распределители SMC 9",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4855.0,"Order-490, заказ 318 Norgren",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4856.0,"Order-514, Андрей, приводы Festo от 25.07",1. Принято в расчет,2023-07-26T00:00:00,,Пневмопроект,,,,,12.65,90.15,Светлана Васильева,Андрей Жаворонков
4857.0,"Order-498, заказ 321 NORGREN склад",12. Документы выписаны,2023-07-26T00:00:00,2023-08-04T00:00:00,,,,,,13.3685500974658,92.32515,Марина Аверина,Мария Антропова
4858.0,Тактика А7,1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Светлана Васильева,Мария Антропова
4859.0,"Order-486, заказ 317 Festo 32598",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4860.0,"Order-476, заявка 21.07 Сервопривод",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.65,92.1,Марина Аверина,Никита Петров
4861.0,РадиоИзотопные Приборы 2,1. Принято в расчет,2023-07-26T00:00:00,,,,,,,14.46,101.5,Григорий Боков,Никита Петров
4862.0,"Order-509, заказ 326 SMC 32617",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4863.0,ООО Победит 24.07.2023,12. Документы выписаны,2023-07-26T00:00:00,2023-08-03T00:00:00,,,,,,12.9407,83.9259,Павел Бородуля,Намер Салех
4864.0,"Order-506, заказ 323 SMC",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4865.0,"Order-508, заказ 325 Norgren 32625",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Марина Аверина,Мария Антропова
4866.0,"Order-500, заявка 25.07  SPIRAX SARCO",12. Документы выписаны,2023-07-26T00:00:00,2022-08-24T01:00:00,,,,,,12.24705882352941,100.0,Марина Аверина,Мария Антропова
4867.0,"Order-504, 195-30-69131 АМОРТИЗИРУЮЩАЯ ПОДУШКА",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.1,Светлана Васильева,Никита Петров
4868.0,"Order-507, заказ 324 FESTO 32623",1. Принято в расчет,2023-07-26T00:00:00,,,,,,,12.7,92.0,Марина Аверина,Мария Антропова
4869.0,"Order-492, нер",12. Документы выписаны,2023-07-26T00:00:00,2023-08-02T00:00:00,,,,,,13.011693548387097,92.1,Светлана Васильева,Никита Петров
4870.0,"ВЕСТКОМ, 03.03 новый",1. Принято в расчет,2023-07-27T00:00:00,,,,,,,12.7,92.0,,
4871.0,"Order-519, 20Y-810-1260 КОМПРЕССОР В СБОРЕ, приоритетно",1. Принято в расчет,2023-07-27T00:00:00,,,,,,,12.7,92.1,Светлана Васильева,Никита Петров
4872.0,"Order-513, заявка 26.07 SMC цилиндр",1. Принято в расчет,2023-07-27T00:00:00,,,,,,,12.6,92.0,Марина Аверина,Мария Антропова
4873.0,"Order-505, АС срочный,оригиналы",1. Принято в расчет,2023-07-27T00:00:00,,,,,,,12.3,93.0,Светлана Васильева,Никита Петров
4874.0,"Order-505, АС срочный, ОЕМ",1. Принято в расчет,2023-07-27T00:00:00,,,,,,,13.65,99.21,,
4875.0,"Order-516, Андрей, SMC от 26.07",1. Принято в расчет,2023-07-28T00:00:00,,,,,,,12.6,92.1,Светлана Васильева,Никита Петров
4876.0,"Order-518, ИСТЫ",1. Принято в расчет,2023-07-28T00:00:00,,,,,,,12.7,91.5,Светлана Васильева,Никита Петров
4877.0,"Order-521, ИСТЫ 2",1. Принято в расчет,2023-07-28T00:00:00,,,,,,,12.6,92.1,Светлана Васильева,Никита Петров
4878.0,"Order-524, Павел, HGRC-12-A",1. Принято в расчет,2023-07-28T00:00:00,,,,,,,12.6,92.1,Светлана Васильева,Никита Петров
4879.0,"Order-528, тора",1. Принято в расчет,2023-07-28T00:00:00,,,,,,,12.6,92.1,Светлана Васильева,Никита Петров
4880.0,Промете 1,1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Элина Волкова,Никита Петров
4881.0,Антон (спецтехника),1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Сергей Непомнящий,Никита Петров
4882.0,"Order-530, заказ 329 Norgren 32645",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Марина Аверина,Мария Антропова
4883.0,"Order-488, Мотор АКСИАЛЬНО-ПОРШНЕВОЙ
ГИДРАВЛИЧЕСКИЙ H1-B- 250-A-A-L2-BA-N-A-PA-VSDS-S-A-20-NP-065-N-00",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,92.0,Светлана Васильева,Никита Петров
4884.0,ООО Урал-Тест 27.07.2023,1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Павел Бородуля,Никита Петров
4885.0,Филтекс 235 колдавство,12. Документы выписаны,2023-07-31T00:00:00,2022-08-18T01:00:00,,,,,,10.0,0.0,Марина Аверина,
4886.0,"Order-515, заказ 327 FESTO большая заявка",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,0.0,Марина Аверина,Мария Антропова
4887.0,"Order-512, заявка от 26.07",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Григорий Боков,
4888.0,РадиоИзотропные Приборы 3,1. Принято в расчет,2023-07-31T00:00:00,,,,,,,14.63,102.5,Григорий Боков,Мария Антропова
4889.0,"Order-531, заявка 27.07",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Марина Аверина,Никита Петров
4890.0,Союз Запчасти 25.07.2023,1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Григорий Боков,Мария Антропова
4891.0,"Order-534, Заявка на расценку Вадим 2, Срочно, Авария!",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.75,92.0,Светлана Васильева,Никита Петров
4892.0,"Order-546, исты3",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Светлана Васильева,Никита Петров
4893.0,"Order-536, 6732-82-3580 РЕМЕНЬ",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Светлана Васильева,Никита Петров
4894.0,"Order-535, Павел, Festo от 28.07",1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Светлана Васильева,Мария Антропова
4895.0,Элекор 27.07.2023 3 заказ,1. Принято в расчет,2023-07-31T00:00:00,,,,,,,12.7,93.0,Григорий Боков,Мария Антропова
4896.0,Ремма 26.07.2023,1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Павел Бородуля,Никита Петров
4897.0,"Order-548, Павел, Festo MFH-3-1/2-S (7960)",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Светлана Васильева,Мария Антропова
4898.0,"Order-537, доставка от 28.07",12. Документы выписаны,2023-08-01T00:00:00,2023-08-15T00:00:00,,,,,,0.0,92.0,Марина Аверина,-
4899.0,"Order-540, Раис, SMC от 28.07",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Светлана Васильева,Мария Антропова
4900.0,"Order-543, заказ 331 FESTO",12. Документы выписаны,2023-08-01T00:00:00,2023-08-03T00:00:00,,,,,,13.1541494476933,0.0,Марина Аверина,Мария Антропова
4901.0,"Order-525, заявка 27.07 фитинги",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Марина Аверина,Мария Антропова
4902.0,"Order-549, заказ 332 SMC",12. Документы выписаны,2023-08-01T00:00:00,2023-08-18T00:00:00,,,,,,6.96921880219518,97.0,Марина Аверина,Мария Антропова
4903.0,"Order-547, Сергей, Заявка от 31.07",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Светлана Васильева,Никита Петров
4904.0,"Order-533, Заявка на расценку Вадим 1",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Светлана Васильева,Никита Петров
4905.0,"Order-527, заявка 27.07 DANFOSS преобразователь частоты",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Марина Аверина,Василий Михайлов
4906.0,Элекор 27.07.2023 1 заказ,1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Григорий Боков,Антон Гладких
4907.0,Пауэр,1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Андрей ВЭД,Никита Петров
4908.0,"Order-552, Раис, VXF24AAZ2AA 2/2-КЛАПАН, G2″, IP65, ВОЗДУХ, 0.7МПА",1. Принято в расчет,2023-08-01T00:00:00,,Пневмопроект,,,,,12.8,93.6,Светлана Васильева,Мария Антропова
4909.0,"Order-553, Раис, SMC от 31.07",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Светлана Васильева,Мария Антропова
4910.0,"Order-554, Андрей, SMC 31.07",1. Принято в расчет,2023-08-01T00:00:00,,Пневмопроект,,,,,13.45,97.0,Светлана Васильева,Мария Антропова
4911.0,Ремма 01.08.2023,1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.8,93.6,Павел Бородуля,Мария Антропова
4912.0,"Order-542, заказ 330 FESTO 32653",1. Принято в расчет,2023-08-01T00:00:00,,,,,,,12.85,93.6,Марина Аверина,Мария Антропова
4913.0,ИП Токмакова,12. Документы выписаны,2023-08-01T00:00:00,2023-08-02T00:00:00,,,,,,12.940700280112045,93.6,Андрей ВЭД,Никита Петров
4914.0,"Order-558, 723-63-22100 РАСПРЕДЕЛИТЕЛЬНЫЙ КЛАПАН В СБОРЕ",1. Принято в расчет,2023-08-02T00:00:00,,,,,,,12.8,93.8,Светлана Васильева,Никита Петров
4915.0,ООО Урал-Тест 27.07.2023 2 заказ,1. Принято в расчет,2023-08-02T00:00:00,,,,,,,12.8,93.8,Павел Бородуля,Никита Петров
